Mod:Item:MetaData, Localized Name
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
appliedenergistics2:facade:0, Cable Facade - Jack o'Lantern
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Glass
appliedenergistics2:facade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Melon
appliedenergistics2:facade:0, Cable Facade - Mycelium
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Terracotta
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Hay Bale
appliedenergistics2:facade:0, Cable Facade - Terracotta
appliedenergistics2:facade:0, Cable Facade - Block of Coal
appliedenergistics2:facade:0, Cable Facade - Packed Ice
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Pillar
appliedenergistics2:facade:0, Cable Facade - End Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Magma Block
appliedenergistics2:facade:0, Cable Facade - Nether Wart Block
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Observer
appliedenergistics2:facade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - White Concrete
appliedenergistics2:facade:0, Cable Facade - Orange Concrete
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete
appliedenergistics2:facade:0, Cable Facade - Lime Concrete
appliedenergistics2:facade:0, Cable Facade - Pink Concrete
appliedenergistics2:facade:0, Cable Facade - Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete
appliedenergistics2:facade:0, Cable Facade - Purple Concrete
appliedenergistics2:facade:0, Cable Facade - Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Brown Concrete
appliedenergistics2:facade:0, Cable Facade - Green Concrete
appliedenergistics2:facade:0, Cable Facade - Red Concrete
appliedenergistics2:facade:0, Cable Facade - Black Concrete
appliedenergistics2:facade:0, Cable Facade - White Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Orange Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Lime Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Pink Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Purple Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Brown Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Green Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Red Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Black Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Compressed Crafting Table
appliedenergistics2:facade:0, Cable Facade - Double Compressed Crafting Table
appliedenergistics2:facade:0, Cable Facade - Neutronium Block
appliedenergistics2:facade:0, Cable Facade - Infinity Block
appliedenergistics2:facade:0, Cable Facade - Crystal Matrix
appliedenergistics2:facade:0, Cable Facade - Eyeball Block
appliedenergistics2:facade:0, Cable Facade - Nether Moss
appliedenergistics2:facade:0, Cable Facade - Stalagnate Bark
appliedenergistics2:facade:0, Cable Facade - Stalagnate Planks
appliedenergistics2:facade:0, Cable Facade - Reeds Block
appliedenergistics2:facade:0, Cable Facade - Nether Mycelium
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Ore
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Block
appliedenergistics2:facade:0, Cable Facade - Forged Cincinnasite Block
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Pillar
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Bricks
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Brick Plate
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Lantern
appliedenergistics2:facade:0, Cable Facade - Large Cincinnasite Tile
appliedenergistics2:facade:0, Cable Facade - Small Cincinnasite Tile
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Carved
appliedenergistics2:facade:0, Cable Facade - Large Nether Brick Tile
appliedenergistics2:facade:0, Cable Facade - Small Nether Brick Tile
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Bone Tile
appliedenergistics2:facade:0, Cable Facade - Spectral Moss
appliedenergistics2:facade:0, Cable Facade - Loamy Dirt
appliedenergistics2:facade:0, Cable Facade - White Sand
appliedenergistics2:facade:0, Cable Facade - White Sandstone
appliedenergistics2:facade:0, Cable Facade - Dried Sand
appliedenergistics2:facade:0, Cable Facade - Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Mud
appliedenergistics2:facade:0, Cable Facade - Flesh
appliedenergistics2:facade:0, Cable Facade - Crystallized Obsidian
appliedenergistics2:facade:0, Cable Facade - Biome Essence Ore
appliedenergistics2:facade:0, Cable Facade - Ender Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Hive Block
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Bamboo Thatching
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Sacred Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Ender Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Draconium Block
appliedenergistics2:facade:0, Cable Facade - Charged Draconium Block
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Block
appliedenergistics2:facade:0, Cable Facade - Draconium Infused Obsidian
appliedenergistics2:facade:0, Cable Facade - Dislocation Normalization Field Projector
appliedenergistics2:facade:0, Cable Facade - Magical Planks
appliedenergistics2:facade:0, Cable Facade - Magical Wood
appliedenergistics2:facade:0, Cable Facade - Diagonal Wood
appliedenergistics2:facade:0, Cable Facade - Angel Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Redstone Clock
appliedenergistics2:facade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Border Stone
appliedenergistics2:facade:0, Cable Facade - Crossed Stone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - Stoneburnt
appliedenergistics2:facade:0, Cable Facade - Sandy Glass
appliedenergistics2:facade:0, Cable Facade - Truchet
appliedenergistics2:facade:0, Cable Facade - Blue Quartz
appliedenergistics2:facade:0, Cable Facade - Quartzburnt
appliedenergistics2:facade:0, Cable Facade - Rainbow Stone
appliedenergistics2:facade:0, Cable Facade - Thickened Glass
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Bordered)
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Patterned)
